fpr,tpr,threshold
0.3408,0.7037037037037037,0.41567692160606384
0.3424,0.7037037037037037,0.415447860956192
0.3424,0.7060185185185185,0.41386276483535767
0.344,0.7060185185185185,0.41381147503852844
0.344,0.7129629629629629,0.41246309876441956
0.3456,0.7129629629629629,0.4114088714122772
0.3456,0.7175925925925926,0.41087982058525085
0.3536,0.7175925925925926,0.40799781680107117
0.3536,0.7199074074074074,0.4077194035053253
0.3568,0.7199074074074074,0.4062744975090027
0.3568,0.7222222222222222,0.4056108593940735
0.3584,0.7222222222222222,0.40484297275543213
0.3584,0.7245370370370371,0.40480491518974304
0.36,0.7245370370370371,0.40448877215385437
0.36,0.7268518518518519,0.4027261435985565
0.3616,0.7268518518518519,0.4027058780193329
0.3616,0.7291666666666666,0.4026714861392975
0.3664,0.7291666666666666,0.40177708864212036
0.3664,0.7314814814814815,0.40071049332618713
0.368,0.7314814814814815,0.39898356795310974
0.368,0.7337962962962963,0.398678719997406
0.3728,0.7337962962962963,0.39696061611175537
0.3728,0.7361111111111112,0.39690208435058594
0.3792,0.7361111111111112,0.39568057656288147
0.3792,0.7407407407407407,0.395088255405426
0.3808,0.7407407407407407,0.3948545455932617
0.3808,0.7430555555555556,0.3947669565677643
0.3888,0.7430555555555556,0.39110130071640015
0.3888,0.7453703703703703,0.39067670702934265
0.392,0.7453703703703703,0.38948407769203186
0.392,0.7476851851851852,0.38795509934425354
0.3984,0.7476851851851852,0.38683831691741943
0.3984,0.75,0.3859550654888153
0.4048,0.75,0.38180482387542725
0.4048,0.7523148148148148,0.3809962868690491
0.4096,0.7523148148148148,0.3801308870315552
0.4096,0.7546296296296297,0.3797336518764496
0.4112,0.7546296296296297,0.3794884979724884
0.4112,0.7569444444444444,0.37948763370513916
0.4256,0.7569444444444444,0.37556982040405273
0.4256,0.7592592592592593,0.3751887381076813
0.4272,0.7592592592592593,0.37517374753952026
0.4272,0.7615740740740741,0.3740212321281433
0.4432,0.7615740740740741,0.3699229657649994
0.4432,0.7662037037037037,0.36952319741249084
0.448,0.7662037037037037,0.36808979511260986
0.448,0.7685185185185185,0.3680162727832794
0.4496,0.7685185185185185,0.36790555715560913
0.4496,0.7754629629629629,0.3660290539264679
0.4528,0.7754629629629629,0.365882009267807
0.4528,0.7777777777777778,0.36542120575904846
0.456,0.7777777777777778,0.3643004894256592
0.456,0.7800925925925926,0.363847553730011
0.4592,0.7800925925925926,0.3621326684951782
0.4592,0.7824074074074074,0.3620888292789459
0.4608,0.7824074074074074,0.3618314862251282
0.4608,0.7847222222222222,0.36153706908226013
0.464,0.7847222222222222,0.36115533113479614
0.464,0.7870370370370371,0.36037230491638184
0.4656,0.7870370370370371,0.3601413369178772
0.4656,0.7916666666666666,0.3596480190753937
0.4688,0.7916666666666666,0.35757705569267273
0.4688,0.7939814814814815,0.35731589794158936
0.4704,0.7939814814814815,0.3573128879070282
0.4704,0.7962962962962963,0.3565827012062073
0.4752,0.7962962962962963,0.3560638725757599
0.4752,0.8009259259259259,0.35493603348731995
0.48,0.8009259259259259,0.35199546813964844
